Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen
;WK164103;Wijk 03 Ohé en Laak;29.4
;WK164104;Wijk 04 Thorn;27.8
;WK164105;Wijk 05 Heel;30.4
;WK164106;Wijk 06 Beegden;29.3
;WK164107;Wijk 07 Wessem;27
GM1652;Totaal;Gemert-Bakel;26.1
;WK165200;Wijk 00 Gemert-Centrum;25.7
;WK165201;Wijk 01 Gemert-Noord;24.8
;WK165202;Wijk 02 Gemert-Oost;26
;WK165203;Wijk 03 Handel;26.3
;WK165204;Wijk 04 De Mortel;27.9
;WK165205;Wijk 05 Elsendorp;26.3
;WK165206;Wijk 06 Bakel;26.7
;WK165207;Wijk 07 Milheeze;27.3
;WK165208;Wijk 08 De Rips;26.6
GM1655;Totaal;Halderberge;27.3
;WK165501;Wijk 01 Oud Gastel;27.7
;WK165502;Wijk 02 Stampersgat;26.6
;WK165503;Wijk 03 Oudenbosch;25.3
;WK165504;Wijk 04 Hoeven;29.9
;WK165505;Wijk 05 Bosschenhoofd;29.4
GM1658;Totaal;Heeze-Leende;31.4
;WK165800;Wijk 00 Heeze;31.3
;WK165801;Wijk 01 Leende;31.8
;WK165802;Wijk 02 Leenderstrijp;30.6
;WK165803;Wijk 03 Sterksel;31.5
GM1659;Totaal;Laarbeek;26.9
;WK165900;Wijk 00 Beek en Donk;25.9
;WK165901;Wijk 01 Aarle-Rixtel;27.3
;WK165902;Wijk 02 Lieshout;29.1
;WK165903;Wijk 03 Mariahout;25.8
GM1667;Totaal;Reusel-De Mierden;27.1
;WK166700;Wijk 00 Reusel;26.1
;WK166701;Wijk 01 Hooge Mierde;29.3
;WK166702;Wijk 02 Lage Mierde;29.1
;WK166703;Wijk 03 Hulsel;28.3
GM1669;Totaal;Roerdalen;27.1
;WK166901;Montfort;27.9
;WK166902;Sint Odiliënberg;27.3
;WK166903;Melick;27.9
;WK166904;Posterholt;25.7
;WK166905;Herkenbosch;27.9
;WK166906;Vlodrop;25.4
GM1674;Totaal;Roosendaal;26.5
;WK167400;Wijk 00 Centrum;28.5
;WK167401;Wijk 01 Oost;25.2
;WK167402;Wijk 02 Noord;22.7
;WK167403;Wijk 03 West;23.4
;WK167404;Wijk 04 Groot Kroeven;24.1
;WK167405;Wijk 05 Langdonk;22.5
;WK167406;Wijk 06 Kortendijk;28.4
;WK167407;Wijk 07 Tolberg;30.6
;WK167408;Wijk 08 Industriegebieden;31.2
;WK167410;Wijk 10 Nispen;26.6
;WK167411;Wijk 11 Wouw;28.2
;WK167412;Wijk 12 Heerle;29.3
;WK167413;Wijk 13 Moerstraten;31.5
;WK167414;Wijk 14 Wouwse Plantage;30.4
GM1676;Totaal;Schouwen-Duiveland;27.5
;WK167600;Wijk 00 Zierikzee;26.8
;WK167601;Wijk 01 Brouwershaven;26.7
;WK167602;Wijk 02 Zonnemaire;29.1
;WK167603;Wijk 03 Dreischor;28.9
;WK167604;Wijk 04 Noordgouwe;32.5
;WK167605;Wijk 05 Bruinisse;27.3
;WK167606;Wijk 06 Nieuwerkerk;25
;WK167607;Wijk 07 Oosterland;24.6
;WK167608;Wijk 08 Ouwerkerk;28.2
;WK167609;Wijk 09 Scharendijke;28
;WK167610;Wijk 10 Kerkwerve;24.8
;WK167611;Wijk 11 Ellemeet;31.8
;WK167612;Wijk 12 Haamstede;30.4
;WK167613;Wijk 13 Renesse;31
;WK167614;Wijk 14 Noordwelle;28.2
;WK167615;Wijk 15 Serooskerke;30.6
GM1680;Totaal;Aa en Hunze;28.2
;WK168000;Wijk 00 Annen;29.5
;WK168001;Wijk 01 Eext;28.5
;WK168002;Wijk 02 Anloo;29.5
;WK168003;Wijk 03 Gasteren;35.6
;WK168004;Wijk 04 Anderen;34.2
;WK168005;Wijk 05 Schipborg;34.5
;WK168006;Wijk 06 Eexterveen;31
;WK168007;Wijk 07 Spijkerboor;29.3
;WK168008;Wijk 08 Nieuw-Annerveen;35.1
;WK168009;Wijk 09 Oud-Annerveen;29.6
;WK168011;Wijk 11 Annerveenschekanaal;29.4
;WK168012;Wijk 12 Eexterveenschekanaal;24
;WK168013;Wijk 13 Eexterzandvoort;34
;WK168014;Wijk 14 Gasselte;27.3
;WK168015;Wijk 15 Gasselternijveen;22.4
;WK168016;Wijk 16 Gasselternijveenschemond;26.1
;WK168017;Wijk 17 Gieten;27.3
;WK168018;Wijk 18 Gieterveen;26.4
;WK168019;Wijk 19 Rolde;28.7
;WK168020;Wijk 20 Grolloo;29.9
;WK168021;Wijk 21 Ekehaar;30.2
GM1681;Totaal;Borger-Odoorn;25.7
;WK168100;Valthe;27.5
;WK168101;Valthermond;23.3
;WK168102;Westdorp;28.2
;WK168103;Zandberg;.
;WK168179;1e Exloërmond;26.2
;WK168180;2e Exloërmond;23.2
;WK168181;2e Valthermond;23.2
;WK168182;Borger;26.7
;WK168183;Bronneger;37.3
;WK168184;Bronnegerveen;.
;WK168185;Buinen;29.7
;WK168186;Buinerveen;28
;WK168187;Drouwen;28.1
;WK168188;Drouwenermond;24.1
;WK168189;Drouwenerveen;25.5
;WK168190;Ees;30.2
;WK168191;Eesergroen;30.2
;WK168192;Eeserveen;31.7
;WK168193;Ellertshaar;.
;WK168194;Exloërveen;.
;WK168195;Exloo;30
;WK168196;Klijndijk;27.5
;WK168197;Nieuw-Buinen;22.6
;WK168198;Odoorn;27.2
;WK168199;Odoornerveen;29.3
GM1690;Totaal;De Wolden;26.9
;WK169000;Wijk 00 Zuidwolde;26.5
;WK169001;Wijk 01 Alteveer;25.4
;WK169002;Wijk 02 Kerkenveld;24.8
;WK169003;Wijk 03 Drogteropslagen;26.4
;WK169004;Wijk 04 Linde;30.4
;WK169005;Wijk 05 Fort;29.2
;WK169006;Wijk 06 Veeningen;24.7
;WK169007;Wijk 07 Echten;26.8
;WK169008;Wijk 08 Ruinen;26.9
;WK169009;Wijk 09 Eursinge;23.2
;WK169010;Wijk 10 Ansen;30.1
;WK169011;Wijk 11 Ruinerwold;26.4
;WK169012;Wijk 12 Koekange;27.8
;WK169013;Wijk 13 De Wijk;28.1
GM1695;Totaal;Noord-Beveland;27.1
;WK169500;Wijk 00 Kortgene;28.3
;WK169501;Wijk 01 Colijnsplaat;25.3
;WK169502;Wijk 02 Kats;29.7
;WK169503;Wijk 03 Kamperland;28.1
;WK169504;Wijk 04 Wissenkerke;24.7
;WK169505;Wijk 05 Geersdijk;27.1
GM1696;Totaal;Wijdemeren;33
;WK169600;Wijk 00 's-Graveland;36.3
;WK169601;Wijk 01 Kortenhoef;31.2
;WK169602;Wijk 02 Ankeveen;33.5
;WK169603;Wijk 03 Loosdrecht;39.8
;WK169604;Wijk 04 Nieuw-Loosdrecht;32.4
;WK169605;Wijk 05 Breukeleveen;42.8
;WK169606;Wijk 06 Nederhorst den Berg;31.8
GM1699;Totaal;Noordenveld;27.2
;WK169900;Wijk 00 Roden;26.1
;WK169901;Wijk 01 Roden;30.5
;WK169903;Wijk 03 Norg;27.4
;WK169904;Wijk 04 Norg;29.1
;WK169906;Wijk 06 Peize;29.2
GM1700;Totaal;Twenterand;23.1
;WK170001;Vriezenveen (kern);24.2
;WK170002;Westerhaar-Vriezenveensewijk;21
;WK170003;Den Ham;24.3
;WK170004;Vroomshoop;22
;WK170005;Buitengebied Vriezenveen Noord;23.1
;WK170006;Buitengebied Vriezenveen Zuid;24.1
GM1701;Totaal;Westerveld;27.2
;WK170100;Wijk 00 Diever;27.4
;WK170101;Wijk 01 Wapse;26.6
;WK170102;Wijk 02 Zorgvlied;29.7
;WK170103;Wijk 03 Dwingeloo;26.7
;WK170104;Wijk 04 Lhee;34.8
;WK170105;Wijk 05 Eemster;.
;WK170106;Wijk 06 Geeuwenbrug;31.7
;WK170107;Wijk 07 Dieverbrug;30.3
;WK170108;Wijk 08 Havelte;27.6
;WK170109;Wijk 09 Uffelte;26.7
;WK170110;Wijk 10 Wapserveen;27.7
;WK170111;Wijk 11 Vledder;26.1
;WK170112;Wijk 12 Frederiksoord;28.2
;WK170113;Wijk 13 Nijensleek;25.8
;WK170114;Wijk 14 Vledderveen;26.9
;WK170115;Wijk 15 Wilhelminaoord;22
;WK170116;Wijk 16 Doldersum;27.6
;WK170117;Wijk 17 Boschoord;.
GM1705;Totaal;Lingewaard;27.5
;WK170500;Bemmel;29
;WK170501;Gendt;25
;WK170502;Huissen;27.8
;WK170503;Loo Gld;.
;WK170504;Angeren;27.5
;WK170505;Doornenburg;26.3
;WK170506;Haalderen;25
;WK170507;Ressen;33.7
GM1706;Totaal;Cranendonck;27.4
;WK170600;Wijk 00 Budel;27.1
;WK170601;Wijk 01 Schoot;24
;WK170602;Wijk 02 Dorplein;25
;WK170603;Wijk 03 Maarheeze;29.7
;WK170604;Wijk 04 Soerendonk;28.4
;WK170605;Wijk 05 Gastel;26.1
GM1708;Totaal;Steenwijkerland;25
;WK170800;Steenwijk;23.7
;WK170802;Oldemarkt;24.7
;WK170803;Kalenberg;35.7
;WK170804;Kuinre;22.9
;WK170805;Blankenham;26.8
;WK170806;Scheerwolde;25
;WK170807;Vollenhove;24
;WK170808;Sint Jansklooster;24.5
;WK170810;Belt-Schutsloot;26.9
;WK170811;Wanneperveen;27.6
;WK170816;Blokzijl;24.1
;WK170817;Giethoorn;29
;WK170818;Zuidveen;23.8
;WK170819;Onna;27.4
;WK170820;Kallenkote;27.6
;WK170821;Eesveen;25.7
;WK170822;De Bult;26.2
;WK170823;Baars;.
;WK170824;Witte Paarden;24.4
;WK170825;De Pol;25.4
;WK170826;Willemsoord;24.6
;WK170827;Marijenkampen;25.8
;WK170828;Tuk;27.3
;WK170829;Steenwijkerwold;25.3
;WK170830;Basse;30.6
;WK170831;Paasloo;28.8
;WK170832;IJsselham;.
;WK170833;Ossenzijl;26
;WK170834;Wetering;32.3
;WK170835;Nederland;.
;WK170836;Baarlo;.
GM1709;Totaal;Moerdijk;28
;WK170900;Wijk 00 Zevenbergen;28
;WK170901;Wijk 01 Zevenbergschen Hoek;28.8
;WK170902;Wijk 02 Langeweg;28.3
;WK170903;Wijk 03 Klundert;26.3
;WK170904;Wijk 04 Moerdijk;25
;WK170905;Wijk 05 Noordhoek;30.1
;WK170906;Wijk 06 Standdaarbuiten;27.8
;WK170907;Wijk 07 Fijnaart;27.5
;WK170908;Wijk 08 Heijningen;29.7
;WK170909;Wijk 09 Willemstad;32.9
;WK170910;Wijk 10 Helwijk;28.2
GM1711;Totaal;Echt-Susteren;27.6
;WK171101;Wijk 01 Susteren;28
;WK171102;Wijk 02 Dieteren;30
;WK171103;Wijk 03 Heide;26.2
;WK171104;Wijk 04 Roosteren;28.4
;WK171105;Wijk 05 Echt;27.3
;WK171106;Wijk 06 Maria Hoop;27.5
;WK171107;Wijk 07 Peij;26.9
;WK171108;Wijk 08 Slek;26.3
;WK171109;Wijk 09 Nieuwstadt;28.5
;WK171110;Wijk 10 Sint Joost;29.3
;WK171111;Wijk 11 Koningsbosch;26.3
GM1714;Totaal;Sluis;26.5
;WK171400;Wijk 00 Sluis;25.2
;WK171401;Wijk 01 Retranchement;27.2
;WK171402;Wijk 02 Aardenburg;25.5
;WK171403;Wijk 03 Eede;23.5
;WK171404;Wijk 04 Sint Kruis;29.1
;WK171405;Wijk 05 Oostburg;25.7
;WK171406;Wijk 06 Zuidzande;26.2
;WK171407;Wijk 07 Cadzand;29.5
;WK171408;Wijk 08 Nieuwvliet;29.1
;WK171409;Wijk 09 Groede;26.6
;WK171410;Wijk 10 Breskens;27.2
;WK171411;Wijk 11 Hoofdplaat;28.1
;WK171412;Wijk 12 IJzendijke;28.4
;WK171413;Wijk 13 Schoondijke;24.7
;WK171414;Wijk 14 Waterlandkerkje;28.4
GM1719;Totaal;Drimmelen;28.7
;WK171901;Drimmelen;33.4
;WK171902;Made;27.5
;WK171903;Terheijden;29
;WK171904;Wagenberg;30.2
;WK171905;Hooge Zwaluwe en Zevenbergschen Hoek;30.1
;WK171906;Lage Zwaluwe;29.8
GM1721;Totaal;Bernheze;27.5
;WK172101;Kern Heesch;27.5
;WK172102;Kern Heeswijk-Dinther;27.5
;WK172103;Kern Nistelrode;26.3
;WK172104;Buitengebied Heesch;31.8
;WK172105;Buitengebied Heeswijk-Dinther;28
;WK172106;Buitengebied Nistelrode;27.3
GM1723;Totaal;Alphen-Chaam;29.4
;WK172301;Alphen;27.7
;WK172302;Chaam;29.1
;WK172303;Strijbeek;33.6
;WK172304;Galder;32.2
;WK172305;Ulvenhout AC;39.9
;WK172306;Bavel AC;.
GM1724;Totaal;Bergeijk;28.4
;WK172400;Wijk 00 Bergeijk 't Hof;27.5
;WK172401;Wijk 01 Weebosch;27.1
;WK172402;Wijk 02 Luyksgestel;26.6
;WK172403;Wijk 03 Riethoven;32.7
;WK172404;Wijk 04 Westerhoven;28
;WK172405;Wijk 05 Bergeijk 't Loo;27.9
;WK172406;Wijk 06 Buitengebied;31.1
GM1728;Totaal;Bladel;27.5
;WK172800;Wijk 00 Bladel;27
;WK172801;Wijk 01 Netersel;28.7
;WK172802;Wijk 02 Hapert;27.5
;WK172803;Wijk 03 Hoogeloon;28.7
;WK172804;Wijk 04 Casteren;28.8
GM1729;Totaal;Gulpen-Wittem;28.3
;WK172900;Wijk 00 Gulpen;28
;WK172901;Wijk 01 Wijlre;27.3
;WK172902;Wijk 02 Eys;30.3
;WK172903;Wijk 03 Wittem;28.1
;WK172904;Wijk 04 Mechelen;27.9
;WK172905;Wijk 05 Epen;28.5
;WK172906;Wijk 06 Slenaken;30.2
GM1730;Totaal;Tynaarlo;29.9
;WK173000;Wijk 00 Zuidlaren;27.9
;WK173001;Wijk 01 De Groeve;29.5
;WK173002;Wijk 02 Zuidlaarderveen;32.7
;WK173003;Wijk 03 Midlaren;38.1
;WK173004;Wijk 04 Westlaren;27.5
;WK173005;Wijk 05 Schuilingsoord;26.3
;WK173006;Wijk 06 Paterswolde;30.4
;WK173007;Wijk 07 Eelde;28.5
;WK173008;Wijk 08 Eelderwolde;41.2
;WK173009;Wijk 09 Vries;28.6
;WK173010;Wijk 10 Donderen;30
;WK173011;Wijk 11 Bunne;31.2
;WK173012;Wijk 12 Yde;28.3
;WK173013;Wijk 13 Tynaarlo;28.7
;WK173014;Wijk 14 Zeegse;36.7
;WK173015;Wijk 15 Zeijen;29.8
GM1731;Totaal;Midden-Drenthe;26.4
;WK173100;Wijk 00 Beilen;26.5
;WK173101;Wijk 01 Hijken;26.7
;WK173102;Wijk 02 Hooghalen;26.2
;WK173103;Wijk 03 Wijster;26.5
;WK173104;Wijk 04 Spier;27.9
;WK173105;Wijk 05 Drijber;25.5
;WK173106;Wijk 06 Smilde;24.2
;WK173107;Wijk 07 Bovensmilde;25.9
;WK173108;Wijk 08 Hoogersmilde;25.7
;WK173109;Wijk 09 Westerbork;28
;WK173110;Wijk 10 Elp;29.6
;WK173111;Wijk 11 Witteveen;28
;WK173112;Wijk 12 Nieuw-Balinge;24.4
;WK173113;Wijk 13 Nieuweroord;28
;WK173114;Wijk 14 Zwiggelte;33.6
;WK173115;Wijk 15 Orvelte;26.9
;WK173116;Wijk 16 De Broekstreek;28.1
GM1734;Totaal;Overbetuwe;28.2
;WK173401;Buitengebied Elst;30.5
;WK173402;Elst-Zuid;29
;WK173403;Elst-Noord;24.4
;WK173404;De Aam;32
;WK173405;Westeraam;30.2
;WK173406;Elst-Oost;34.7
;WK173407;Oosterhout;28.3
;WK173408;Slijk-Ewijk;29.2
;WK173409;Herveld;27.7
;WK173410;Andelst;27.1
;WK173411;Kern Zetten;27.2
;WK173412;Buitengebied Zetten;34.5
;WK173413;Hemmen;28.7
;WK173414;Randwijk;25.2
;WK173415;Kern Heteren;27.6
;WK173416;Buitengebied Heteren;29.9
;WK173417;Valburg;29.5
;WK173418;Driel;27.3
GM1735;Totaal;Hof van Twente;27
;WK173500;Wijk 00 Goor;25.5
;WK173501;Wijk 01 De Whee II;25.4
;WK173502;Wijk 02 Markelo;26.5
;WK173503;Wijk 03 Verspr.h. Kerspel en omgeving;25.9
;WK173504;Wijk 04 Elsen;28
;WK173505;Wijk 05 Diepenheim;27.1
;WK173506;Wijk 06 Delden;29.9
;WK173507;Wijk 07 Overig Delden;31.5
;WK173508;Wijk 08 Hengevelde;26.6
;WK173509;Wijk 09 Bentelo;27
GM1740;Totaal;Neder-Betuwe;24.5
;WK174000;Wijk 00 Kesteren;23.4
;WK174001;Wijk 01 Echteld;25.4
;WK174002;Wijk 02 Dodewaard;25.9
GM1742;Totaal;Rijssen-Holten;24.2
;WK174200;Wijk 00 Stad Rijssen;23.2
;WK174202;Wijk 02 Buitengebied Rijssen;28.4
;WK174203;Wijk 03 Holten;27.4
;WK174204;Wijk 04 Bedrijventerrein Holten;.
;WK174205;Wijk 05 Buitengebied Holten;27.5
;WK174207;Wijk 07 Bedrijventerrein Rijssen;26.9
;WK174208;Wijk 08 Recreatiegebied De Borkeld;25.5
;WK174209;Wijk 09 Stadsrand Rijssen Noord;24.2
;WK174210;Wijk 10 Stadsrand Rijssen Zuid;21.4
;WK174211;Wijk 11 Stadsrand Rijssen Oost;27
GM1771;Totaal;Geldrop-Mierlo;28.3
;WK177100;Wijk 00 Geldrop;28.1
;WK177101;Wijk 01 Mierlo;28.9
GM1773;Totaal;Olst-Wijhe;26.8
;WK177301;Wijk 01 Olst;25.1
;WK177302;Wijk 02 Wijhe;26.3
;WK177303;Wijk 03 Wesepe;27.3
;WK177304;Wijk 04 Boskamp;27.1
;WK177305;Wijk 05 Boerhaar;28.8
;WK177306;Wijk 06 Welsum;29.4
;WK177307;Wijk 07 Den Nul;28.8
;WK177308;Wijk 08 Eikelhof;31.1
;WK177309;Wijk 09 Elshof;29.7
;WK177310;Wijk 10 Marle;.
;WK177311;Wijk 11 Middel;27.4
;WK177312;Wijk 12 Herxen;29.4
GM1774;Totaal;Dinkelland;26.3
;WK177410;Wijk 10 Denekamp;25.5
;WK177411;Wijk 11 Lattrop-Breklenkamp;25.1
;WK177412;Wijk 12 Tilligte;27.4
;WK177413;Wijk 13 Agelo;25.8
;WK177414;Wijk 14 Noord Deurningen;24
;WK177415;Wijk 15 Ootmarsum;28.2
;WK177416;Wijk 16 Weerselo;27.1
;WK177417;Wijk 17 Rossum;25.8
;WK177418;Wijk 18 Saasveld;26.9
;WK177419;Wijk 19 Deurningen;26.6
;WK177420;Wijk 20 Nutter;25.7
;WK177421;Wijk 21 Oud Ootmarsum;26.1
GM1783;Totaal;Westland;28.1
;WK178301;Wijk 01 Naaldwijk;28.6
;WK178302;Wijk 02 Honselersdijk;27.1
;WK178303;Wijk 03 Maasdijk;26.6
;WK178304;Wijk 04 's-Gravenzande;28.6
;WK178305;Wijk 05 Monster;28.4
;WK178306;Wijk 06 Wateringen;28.4
;WK178307;Wijk 07 De Lier;27.3
;WK178308;Wijk 08 Kwintsheul;29.1
;WK178309;Wijk 09 Poeldijk;27.1
;WK178310;Wijk 10 Ter Heijde;21.7
GM1842;Totaal;Midden-Delfland;31.6
;WK184200;Wijk 00 Schipluiden;31.9
;WK184201;Wijk 01 Maasland;31
GM1859;Totaal;Berkelland;25.5
;WK185900;Wijk 00 Borculo;25.6
;WK185901;Wijk 01 Eibergen;24.8
;WK185902;Wijk 02 Beltrum;26.4
;WK185903;Wijk 03 Neede;25.1
;WK185904;Wijk 04 Ruurlo;26.6
GM1876;Totaal;Bronckhorst;26.9
;WK187600;Wijk 00 Hengelo;26.1
;WK187601;Wijk 01 Zelhem;25.5
;WK187602;Wijk 02 Vorden;27.5
;WK187603;Wijk 03 Steenderen;27.9
;WK187604;Wijk 04 Hummelo en Keppel;29.5
GM1883;Totaal;Sittard-Geleen;26.9
;WK188300;Wijk 00 Limbrichterveld;26.7
;WK188301;Wijk 01 Sittard;30.4
;WK188302;Wijk 02 Overhoven;25.6
;WK188303;Wijk 03 Munstergeleen;29.2
;WK188304;Wijk 04 Guttecoven;29.3
;WK188305;Wijk 05 Geleen;25.1
;WK188306;Wijk 06 Holtum-Born;27.9
;WK188307;Wijk 07 Obbicht en Papenhoven;27.9
GM1884;Totaal;Kaag en Braassem;29.7
;WK188400;Wijk 00 Roelofarendsveen;29.1
;WK188401;Wijk 01 Overig Alkemade;31
;WK188402;Wijk 02 Woubrugge;29.7
;WK188403;Wijk 03 Rijnsaterwoude;31.8
;WK188404;Wijk 04 Leimuiden;29.9
GM1891;Totaal;Dantumadiel;22.3
;WK189100;Wijk 00 Centrum;22
;WK189101;Wijk 01 Oost;21.1
;WK189102;Wijk 02 Zuid;22.8
;WK189103;Wijk 03 West;22.3
GM1892;Totaal;Zuidplas;29.6
;WK189201;Moerkapelle wijk 01;27.4
;WK189202;Zevenhuizen wijk 02;29.6
;WK189203;Moordrecht wijk 03;27.9
;WK189204;Nieuwerkerk aan den IJssel wijk 04;30.8
GM1894;Totaal;Peel en Maas;26.4
;WK189400;Wijk 00 Grashoek-Koningslust;25.9
;WK189401;Wijk 01 Panningen;26.2
;WK189402;Wijk 02 Kessel;26.1
;WK189403;Wijk 03 Maasbree;26.9
;WK189404;Wijk 04 Baarlo;27.1
;WK189405;Wijk 05 Meijel;26
GM1895;Totaal;Oldambt;23.4
;WK189500;Wijk 00 Winschoten;22.9
;WK189501;Wijk 01 Finsterwolde;25
;WK189502;Wijk 02 Drieborg;23
;WK189503;Wijk 03 Beerta;21
;WK189504;Wijk 04 Nieuw-Beerta;22.6
;WK189505;Wijk 05 Nieuweschans;20.6
;WK189506;Wijk 06 Scheemda-Heiligerlee;24.1
;WK189507;Wijk 01 Westerlee;24.4
;WK189508;Wijk 02 Noord;26.6
;WK189509;Wijk 03 Midwolda;24.8
;WK189510;Wijk 04 Nieuwolda;25
GM1896;Totaal;Zwartewaterland;24.3
;WK189600;Wijk 00 Genemuiden;23.4
;WK189601;Wijk 01 Kamperzeedijk;21.9
;WK189602;Wijk 02 Hasselt;25
;WK189603;Wijk 03 Landelijk gebied Hasselt;28
;WK189604;Wijk 04 Zwartsluis;25.1
;WK189605;Wijk 05 Mastenbroek;23.9
GM1900;Totaal;Súdwest-Fryslân;24.8
;WK190000;Wijk 00 Bolsward;23.3
;WK190001;Wijk 01 Sneek;24.9
;WK190002;Wijk 02 Nijefurd;24.6
;WK190003;Wijk 03 Koudum;23.8
;WK190004;Wijk 04 Hemelum;24.1
;WK190005;Wijk 05 IJlst;25.8
;WK190006;Wijk 06 Zuid IJlst;25.3
;WK190007;Wijk 07 Oost IJlst;26.4
;WK190008;Wijk 08 West IJlst;23.6
;WK190009;Wijk 09 Oosthem;25
;WK190010;Wijk 10 Noordwest IJlst;25.6
;WK190011;Wijk 11 Zuidoost IJlst;26.4
;WK190012;Wijk 12 Woudsend;27.6
;WK190013;Wijk 13 Bouwhoek;24.6
;WK190014;Wijk 14 Weidestreek Oost;26.3
;WK190015;Wijk 15 Weidestreek West;25.5
;WK190016;Wijk 16 Weidestreek Zuid;24.4
;WK190017;Wijk 17 Makkum;24.4
;WK190018;Wijk 18 Weidestreek Zuidwest;25.7
;WK190019;Wijk 19 Boarnsterhim;26
;WK190020;Wijk 20 Littenseradiel;24.9
GM1901;Totaal;Bodegraven-Reeuwijk;29.6
;WK190101;Bodegraven-Noord;27.2
;WK190102;Bodegraven-Zuid;28
;WK190103;Nieuwerbrug aan den Rijn;31.5
;WK190104;Reeuwijk-Dorp;31.3
;WK190105;Reeuwijk-Brug;33.7
;WK190106;Driebruggen;27.1
;WK190107;Waarder;27.4
GM1903;Totaal;Eijsden-Margraten;30
;WK190300;Wijk 00 Eijsden;29.3
;WK190301;Wijk 01 Gronsveld;30.1
;WK190302;Wijk 02 Margraten;28.1
;WK190303;Wijk 03 Cadier en Keer;33.7
;WK190304;Wijk 04 Sint Geertruid;30
;WK190305;Wijk 05 Mheer - Noorbeek;29.7
GM1904;Totaal;Stichtse Vecht;32.1
;WK190401;Wijk 01 Maarssen;36.6
;WK190402;Wijk 02 Breukelen;31.7
;WK190403;Wijk 03 Loenen aan de Vecht;36.3
;WK190404;Wijk 04 Nieuwer Ter Aa;30.4
;WK190405;Wijk 05 Kockengen;29.3
;WK190406;Wijk 06 Vreeland;37.7
;WK190407;Wijk 07 Tienhoven;33.4
;WK190408;Wijk 08 Nigtevecht;34.1
;WK190409;Wijk 09 Nieuwersluis;50.2
;WK190410;Wijk 10 Loenersloot;41
;WK190411;Wijk 11 Oud Zuilen;46.5
;WK190412;Wijk 12 Maarssenbroek;27.2
GM1911;Totaal;Hollands Kroon;26.2
;WK191101;Anna Paulowna;25.9
;WK191102;Breezand;27.4
;WK191103;Wieringerwaard;26.9
;WK191104;Westerland;28.3
;WK191105;Hippolytushoef;25.7
;WK191106;Den Oever;23.9
;WK191107;Wieringerwerf;26.1
;WK191108;Kreileroord;21.4
;WK191109;Slootdorp;26.3
;WK191110;Middenmeer;25
;WK191111;Kolhorn;27.2
;WK191112;Barsingerhorn;30.1
;WK191113;Haringhuizen;36.1
;WK191114;Lutjewinkel;26.9
;WK191115;Winkel;25.7
;WK191116;Nieuwe Niedorp;27.5
;WK191117;'t Veld;25.6
;WK191118;Zijdewind;28.9
;WK191119;Oude Niedorp;31.9
GM1916;Totaal;Leidschendam-Voorburg;32.6
;WK191601;De Zijde / Duivenvoorde / Park Veursehou;34.7
;WK191602;Prinsenhof;21.9
;WK191603;'t Lien / De Rietvink;32.1
;WK191604;Stompwijk;29.7
;WK191605;Leidschendam - Zuid en omgeving;27.4
;WK191606;De Heuvel / Amstelwijk;23.9
;WK191607;Damsigt en omgeving;38.2
;WK191608;Essesteijn;34
;WK191609;Voorburg Midden;31.1
;WK191610;Bovenveen;29.1
;WK191611;Voorburg Noord;31.3
;WK191612;Voorburg West / Park Leeuwenbergh;41.6
;WK191613;Voorburg Oud;41.8
GM1924;Totaal;Goeree-Overflakkee;27.9
;WK192400;Goedereede;31.1
;WK192401;Ouddorp;28.3
;WK192402;Stellendam;27.6
;WK192403;Middelharnis;28
;WK192404;Ooltgensplaat;26.7
;WK192405;Den Bommel;28
;WK192406;Oude-Tonge;27.7
;WK192407;Dirksland;27.6
;WK192408;Melissant;27.9
;WK192409;Herkingen;26
;WK192410;Sommelsdijk;27.8
;WK192411;Nieuwe-Tonge;26.6
;WK192412;Stad aan 't Haringvliet;27.7
;WK192413;Achthuizen;28.6
GM1926;Totaal;Pijnacker-Nootdorp;31.5
;WK192601;Pijnacker;30.7
;WK192602;Nootdorp;32.4
;WK192603;Delfgauw;32.1
GM1930;Totaal;Nissewaard;27.7
;WK193001;Centrum;27.1
;WK193002;Schiekamp;26.2
;WK193003;Hoogwerf;24.5
;WK193004;Vierambachten;31.6
;WK193005;De Hoek;21.9
;WK193006;Gildenwijk;22.3
;WK193007;Groenewoud;24.6
;WK193008;Sterrenkwartier;25.6
;WK193009;Schenkel;29.6
;WK193010;De Elementen;33.6
;WK193011;Vogelenzang;26.9
;WK193012;De Akkers;22.9
;WK193013;Vriesland;25.1
;WK193014;Waterland;26.4
;WK193015;Maaswijk;32.7
;WK193016;Halfweg;.
;WK193017;Buitengebied;30.9
;WK193025;Heenvliet;31.2
;WK193027;Geervliet;31.2
;WK193029;Abbenbroek;32.1
;WK193031;Zuidland;30.9
;WK193033;Simonshaven;34.2
;WK193050;Hekelingen;32.4
GM1931;Totaal;Krimpenerwaard;27.8
;WK193100;Wijk 00 Lekkerkerk;28
;WK193101;Wijk 01 Krimpen aan de Lek;28.1
;WK193102;Wijk 02 Ouderkerk aan den IJssel;27.3
;WK193103;Wijk 03 Gouderak;26.7
;WK193104;Wijk 04 Bergambacht;27.1
;WK193105;Wijk 05 Bergstoep;31.3
;WK193106;Wijk 06 Ammerstol;28
;WK193107;Wijk 07 Berkenwoude;27.9
;WK193108;Wijk 08 Haastrecht;29.2
